Seed Keyword,Suggested Keyword,Search Intent,Wildcard / Query Pattern,Pattern Type,Search Depth,Parent Suggestion,Country (GL),Language (HL),Rank Position,Timestamp
"Heart symbols","heart symbol with","General","Heart symbols with","Modifier Suffix (with)","Level 1","","IN","EN",14,"2026-09-16T09:54:35.135Z"
"Heart symbols","heart symbol with 3","General","Heart symbols w","Alphabet Suffix (w)","Level 1","","IN","EN",13,"2026-09-16T09:53:14.192Z"
"Heart symbols","heart symbol with arrow","General","Heart symbols w","Alphabet Suffix (w)","Level 1","","IN","EN",11,"2026-09-16T09:53:14.192Z"
"Heart symbols","heart symbol with bow","General","Heart symbols with","Modifier Suffix (with)","Level 1","","IN","EN",10,"2026-09-16T09:54:35.135Z"
"Heart symbols","heart symbol with fingers","General","Heart symbols w","Alphabet Suffix (w)","Level 1","","IN","EN",9,"2026-09-16T09:53:14.192Z"
"Heart symbols","heart symbol with fire","General","Heart symbols with","Modifier Suffix (with)","Level 1","","IN","EN",12,"2026-09-16T09:54:35.135Z"
"Heart symbols","heart symbol with hands meaning","Informational","Heart symbols w","Alphabet Suffix (w)","Level 1","","IN","EN",10,"2026-09-16T09:53:14.192Z"
"Heart symbols","heart symbol with infinity","General","Heart symbols with","Modifier Suffix (with)","Level 1","","IN","EN",11,"2026-09-16T09:54:35.135Z"
"Heart symbols","heart symbol with letter r","General","r Heart symbols","Alphabet Prefix (r)","Level 1","","IN","EN",3,"2026-09-16T09:53:40.667Z"
"Heart symbols","heart symbol with name","General","Heart symbols with","Modifier Suffix (with)","Level 1","","IN","EN",15,"2026-09-16T09:54:35.135Z"
"Heart symbols","heart symbol with ribbon","General","Heart symbols with","Modifier Suffix (with)","Level 1","","IN","EN",13,"2026-09-16T09:54:35.135Z"
"Heart symbols","heart symbol with wings","General","Heart symbols with","Modifier Suffix (with)","Level 1","","IN","EN",9,"2026-09-16T09:54:35.135Z"
"Heart symbols","heart symbol with your fingers","General","Heart symbols y","Alphabet Suffix (y)","Level 1","","IN","EN",6,"2026-09-16T09:53:16.956Z"
"Heart symbols","heart symbol with your hands","General","Heart symbols y","Alphabet Suffix (y)","Level 1","","IN","EN",5,"2026-09-16T09:53:16.956Z"
"Heart symbols","heart symbol without background","General","Heart symbols without","Modifier Suffix (without)","Level 1","","IN","EN",1,"2026-09-16T09:54:36.945Z"
"Heart symbols","heart symbol without color","General","Heart symbols without","Modifier Suffix (without)","Level 1","","IN","EN",3,"2026-09-16T09:54:36.945Z"
"Heart symbols","heart symbol without emoji","General","Heart symbols without","Modifier Suffix (without)","Level 1","","IN","EN",2,"2026-09-16T09:54:36.945Z"
"Heart symbols","heart symbol without numpad","General","Heart symbols without","Modifier Suffix (without)","Level 1","","IN","EN",4,"2026-09-16T09:54:36.945Z"
"Heart symbols","heart symbol x","General","Heart symbols x","Alphabet Suffix (x)","Level 1","","IN","EN",1,"2026-09-16T09:53:15.449Z"
"Heart symbols","heart symbol yellow","General","Heart symbols y","Alphabet Suffix (y)","Level 1","","IN","EN",3,"2026-09-16T09:53:16.956Z"
"Heart symbols","heart symbol youtube","General","Heart symbols y","Alphabet Suffix (y)","Level 1","","IN","EN",4,"2026-09-16T09:53:16.956Z"
"Heart symbols","heart symbol youtube comment","General","Heart symbols y","Alphabet Suffix (y)","Level 1","","IN","EN",1,"2026-09-16T09:53:16.956Z"
"Heart symbols","heart symbol zapf dingbats","General","Heart symbols z","Alphabet Suffix (z)","Level 1","","IN","EN",1,"2026-09-16T09:53:18.082Z"
"Heart symbols","heart symbol zum kopieren","General","Heart symbols z","Alphabet Suffix (z)","Level 1","","IN","EN",5,"2026-09-16T09:53:18.082Z"
"Heart symbols","heart symbol.jacket","General","Heart symbols j","Alphabet Suffix (j)","Level 1","","IN","EN",6,"2026-09-16T09:52:52.509Z"
"Heart symbols","heart symbols","General","* Heart symbols","Wildcard Prefix (*)","Level 1","","IN","EN",15,"2026-09-16T09:52:30.289Z"
"Heart symbols","heart symbols aesthetic","General","Heart symbols","Exact Seed","Level 1","","IN","EN",5,"2026-09-16T09:52:28.374Z"
"Heart symbols","heart symbols aesthetic copy and paste","General","Heart symbols a","Alphabet Suffix (a)","Level 1","","IN","EN",3,"2026-09-16T09:52:39.455Z"
"Heart symbols","heart symbols all","General","Heart symbols a","Alphabet Suffix (a)","Level 1","","IN","EN",7,"2026-09-16T09:52:39.455Z"
"Heart symbols","heart symbols and emojis","General","Heart symbols a","Alphabet Suffix (a)","Level 1","","IN","EN",4,"2026-09-16T09:52:39.455Z"
"Heart symbols","heart symbols and fonts","General","Heart symbols a","Alphabet Suffix (a)","Level 1","","IN","EN",6,"2026-09-16T09:52:39.455Z"
"Heart symbols","heart symbols and meanings","General","Heart symbols a","Alphabet Suffix (a)","Level 1","","IN","EN",1,"2026-09-16T09:52:39.455Z"
"Heart symbols","heart symbols and their meanings","General","Heart symbols","Exact Seed","Level 1","","IN","EN",12,"2026-09-16T09:52:28.374Z"
"Heart symbols","heart symbols ascii","General","Heart symbols a","Alphabet Suffix (a)","Level 1","","IN","EN",5,"2026-09-16T09:52:39.455Z"
"Heart symbols","heart symbols background","General","Heart symbols","Exact Seed","Level 1","","IN","EN",11,"2026-09-16T09:52:28.374Z"
"Heart symbols","heart symbols big","General","Heart symbols b","Alphabet Suffix (b)","Level 1","","IN","EN",3,"2026-09-16T09:52:40.679Z"
"Heart symbols","heart symbols bio","General","Heart symbols b","Alphabet Suffix (b)","Level 1","","IN","EN",2,"2026-09-16T09:52:40.679Z"
"Heart symbols","heart symbols black","General","Heart symbols b","Alphabet Suffix (b)","Level 1","","IN","EN",4,"2026-09-16T09:52:40.679Z"
"Heart symbols","heart symbols black and white","General","Heart symbols b","Alphabet Suffix (b)","Level 1","","IN","EN",5,"2026-09-16T09:52:40.679Z"
"Heart symbols","heart symbols by generation","General","Heart symbols b","Alphabet Suffix (b)","Level 1","","IN","EN",6,"2026-09-16T09:52:40.679Z"
"Heart symbols","heart symbols cnp","General","Heart symbols c","Alphabet Suffix (c)","Level 1","","IN","EN",6,"2026-09-16T09:52:42.033Z"
"Heart symbols","heart symbols codm","General","Heart symbols c","Alphabet Suffix (c)","Level 1","","IN","EN",7,"2026-09-16T09:52:42.033Z"
"Heart symbols","heart symbols colors","General","Heart symbols c","Alphabet Suffix (c)","Level 1","","IN","EN",14,"2026-09-16T09:52:42.034Z"
"Heart symbols","heart symbols colors meaning","Informational","Heart symbols c","Alphabet Suffix (c)","Level 1","","IN","EN",4,"2026-09-16T09:52:42.033Z"
"Heart symbols","heart symbols combo","General","Heart symbols c","Alphabet Suffix (c)","Level 1","","IN","EN",8,"2026-09-16T09:52:42.033Z"
"Heart symbols","heart symbols cool","General","Heart symbols c","Alphabet Suffix (c)","Level 1","","IN","EN",11,"2026-09-16T09:52:42.034Z"
"Heart symbols","heart symbols copy","General","Heart symbols","Exact Seed","Level 1","","IN","EN",13,"2026-09-16T09:52:28.374Z"
"Heart symbols","heart symbols copy and paste","General","Heart symbols","Exact Seed","Level 1","","IN","EN",1,"2026-09-16T09:52:28.374Z"
"Heart symbols","heart symbols copy and paste aesthetic","General","Heart symbols","Exact Seed","Level 1","","IN","EN",15,"2026-09-16T09:52:28.374Z"
"Heart symbols","heart symbols copy and paste codm","General","Heart symbols c","Alphabet Suffix (c)","Level 1","","IN","EN",13,"2026-09-16T09:52:42.034Z"
"Heart symbols","heart symbols copy and paste instagram","General","Heart symbols c","Alphabet Suffix (c)","Level 1","","IN","EN",12,"2026-09-16T09:52:42.034Z"
"Heart symbols","heart symbols copypasta","General","Heart symbols c","Alphabet Suffix (c)","Level 1","","IN","EN",15,"2026-09-16T09:52:42.034Z"
"Heart symbols","heart symbols coquette","General","Heart symbols c","Alphabet Suffix (c)","Level 1","","IN","EN",10,"2026-09-16T09:52:42.034Z"
"Heart symbols","heart symbols cute","General","Heart symbols c","Alphabet Suffix (c)","Level 1","","IN","EN",5,"2026-09-16T09:52:42.033Z"
"Heart symbols","heart symbols cute copy and paste","General","Heart symbols c","Alphabet Suffix (c)","Level 1","","IN","EN",9,"2026-09-16T09:52:42.034Z"
"Heart symbols","heart symbols dafont","General","Heart symbols d","Alphabet Suffix (d)","Level 1","","IN","EN",7,"2026-09-16T09:52:43.536Z"
"Heart symbols","heart symbols different","General","Heart symbols d","Alphabet Suffix (d)","Level 1","","IN","EN",8,"2026-09-16T09:52:43.536Z"
"Heart symbols","heart symbols discord","General","Heart symbols d","Alphabet Suffix (d)","Level 1","","IN","EN",2,"2026-09-16T09:52:43.536Z"
"Heart symbols","heart symbols dots","General","Heart symbols d","Alphabet Suffix (d)","Level 1","","IN","EN",4,"2026-09-16T09:52:43.536Z"
"Heart symbols","heart symbols download","General","Heart symbols","Exact Seed","Level 1","","IN","EN",14,"2026-09-16T09:52:28.374Z"
"Heart symbols","heart symbols dp","General","Heart symbols d","Alphabet Suffix (d)","Level 1","","IN","EN",6,"2026-09-16T09:52:43.536Z"
"Heart symbols","heart symbols drawing","General","Heart symbols d","Alphabet Suffix (d)","Level 1","","IN","EN",3,"2026-09-16T09:52:43.536Z"
"Heart symbols","heart symbols emoji","General","Heart symbols e","Alphabet Suffix (e)","Level 1","","IN","EN",1,"2026-09-16T09:52:45.400Z"
"Heart symbols","heart symbols emoji combos","General","Heart symbols e","Alphabet Suffix (e)","Level 1","","IN","EN",3,"2026-09-16T09:52:45.400Z"
"Heart symbols","heart symbols emoji copy and paste","General","Heart symbols e","Alphabet Suffix (e)","Level 1","","IN","EN",5,"2026-09-16T09:52:45.400Z"
"Heart symbols","heart symbols emoji meaning","Informational","Heart symbols e","Alphabet Suffix (e)","Level 1","","IN","EN",2,"2026-09-16T09:52:45.400Z"
"Heart symbols","heart symbols emoticon","General","Heart symbols e","Alphabet Suffix (e)","Level 1","","IN","EN",4,"2026-09-16T09:52:45.400Z"
"Heart symbols","heart symbols font","General","Heart symbols f","Alphabet Suffix (f)","Level 1","","IN","EN",5,"2026-09-16T09:52:46.705Z"
"Heart symbols","heart symbols for bio","General","Heart symbols","Exact Seed","Level 1","","IN","EN",10,"2026-09-16T09:52:28.374Z"
"Heart symbols","heart symbols for bio 𖥔 ࣪ ᥫ᭡ꗃ⋆࣪","General","Heart symbols f","Alphabet Suffix (f)","Level 1","","IN","EN",8,"2026-09-16T09:52:46.708Z"
"Heart symbols","heart symbols for codm","General","Heart symbols f","Alphabet Suffix (f)","Level 1","","IN","EN",6,"2026-09-16T09:52:46.705Z"
"Heart symbols","heart symbols for copy","General","Heart symbols for","Modifier Suffix (for)","Level 1","","IN","EN",10,"2026-09-16T09:54:34.047Z"
"Heart symbols","heart symbols for copy and paste","General","Heart symbols for","Modifier Suffix (for)","Level 1","","IN","EN",12,"2026-09-16T09:54:34.047Z"
"Heart symbols","heart symbols for discord","General","Heart symbols f","Alphabet Suffix (f)","Level 1","","IN","EN",11,"2026-09-16T09:52:46.708Z"
"Heart symbols","heart symbols for ff","General","Heart symbols","Exact Seed","Level 1","","IN","EN",9,"2026-09-16T09:52:28.374Z"
"Heart symbols","heart symbols for fortnite","General","Heart symbols f","Alphabet Suffix (f)","Level 1","","IN","EN",9,"2026-09-16T09:52:46.708Z"
"Heart symbols","heart symbols for free fire","General","Heart symbols f","Alphabet Suffix (f)","Level 1","","IN","EN",12,"2026-09-16T09:52:46.708Z"
"Heart symbols","heart symbols for instagram","General","Heart symbols","Exact Seed","Level 1","","IN","EN",4,"2026-09-16T09:52:28.374Z"
"Heart symbols","heart symbols for instagram bio","General","Heart symbols","Exact Seed","Level 1","","IN","EN",7,"2026-09-16T09:52:28.374Z"
"Heart symbols","heart symbols for instagram highlights","General","Heart symbols f","Alphabet Suffix (f)","Level 1","","IN","EN",15,"2026-09-16T09:52:46.708Z"
"Heart symbols","heart symbols for keyboard","General","Heart symbols for","Modifier Suffix (for)","Level 1","","IN","EN",11,"2026-09-16T09:54:34.047Z"
"Heart symbols","heart symbols for pubg","General","Heart symbols f","Alphabet Suffix (f)","Level 1","","IN","EN",13,"2026-09-16T09:52:46.708Z"
"Heart symbols","heart symbols for roblox","General","Heart symbols f","Alphabet Suffix (f)","Level 1","","IN","EN",14,"2026-09-16T09:52:46.708Z"
"Heart symbols","heart symbols for text","General","Heart symbols f","Alphabet Suffix (f)","Level 1","","IN","EN",10,"2026-09-16T09:52:46.708Z"
"Heart symbols","heart symbols for usernames","General","Heart symbols f","Alphabet Suffix (f)","Level 1","","IN","EN",7,"2026-09-16T09:52:46.705Z"
"Heart symbols","heart symbols generator","Calculator & Tool","Heart symbols g","Alphabet Suffix (g)","Level 1","","IN","EN",1,"2026-09-16T09:52:48.186Z"
"Heart symbols","heart symbols goth","General","Heart symbols g","Alphabet Suffix (g)","Level 1","","IN","EN",2,"2026-09-16T09:52:48.186Z"
"Heart symbols","heart symbols ig","General","Heart symbols i","Alphabet Suffix (i)","Level 1","","IN","EN",5,"2026-09-16T09:52:51.154Z"
"Heart symbols","heart symbols images","General","Heart symbols i","Alphabet Suffix (i)","Level 1","","IN","EN",1,"2026-09-16T09:52:51.153Z"
"Heart symbols","heart symbols in keyboard","General","Heart symbols i","Alphabet Suffix (i)","Level 1","","IN","EN",4,"2026-09-16T09:52:51.154Z"
"Heart symbols","heart symbols in text","General","Heart symbols i","Alphabet Suffix (i)","Level 1","","IN","EN",3,"2026-09-16T09:52:51.154Z"
"Heart symbols","heart symbols instagram","General","Heart symbols i","Alphabet Suffix (i)","Level 1","","IN","EN",2,"2026-09-16T09:52:51.154Z"
"Heart symbols","heart symbols kaomoji","General","Heart symbols k","Alphabet Suffix (k)","Level 1","","IN","EN",2,"2026-09-16T09:52:53.867Z"
"Heart symbols","heart symbols kawaii","General","Heart symbols k","Alphabet Suffix (k)","Level 1","","IN","EN",3,"2026-09-16T09:52:53.867Z"
"Heart symbols","heart symbols keyboard","General","Heart symbols k","Alphabet Suffix (k)","Level 1","","IN","EN",1,"2026-09-16T09:52:53.867Z"
"Heart symbols","heart symbols meaning","Informational","Heart symbols","Exact Seed","Level 1","","IN","EN",2,"2026-09-16T09:52:28.374Z"
"Heart symbols","heart symbols meaning in telugu","Informational","Heart symbols m","Alphabet Suffix (m)","Level 1","","IN","EN",9,"2026-09-16T09:52:57.914Z"
"Heart symbols","heart symbols on keyboard","General","Heart symbols o","Alphabet Suffix (o)","Level 1","","IN","EN",2,"2026-09-16T09:53:02.942Z"
"Heart symbols","heart symbols on omron blood pressure monitor","General","Heart symbols o","Alphabet Suffix (o)","Level 1","","IN","EN",1,"2026-09-16T09:53:02.942Z"
"Heart symbols","heart symbols on snapchat","General","Heart symbols o","Alphabet Suffix (o)","Level 1","","IN","EN",3,"2026-09-16T09:53:02.942Z"
"Heart symbols","heart symbols on text","General","Heart symbols o","Alphabet Suffix (o)","Level 1","","IN","EN",4,"2026-09-16T09:53:02.942Z"
"Heart symbols","heart symbols outline","General","Heart symbols o","Alphabet Suffix (o)","Level 1","","IN","EN",5,"2026-09-16T09:53:02.942Z"
"Heart symbols","heart symbols paste","General","Heart symbols p","Alphabet Suffix (p)","Level 1","","IN","EN",3,"2026-09-16T09:53:04.930Z"
"Heart symbols","heart symbols photos","General","Heart symbols","Exact Seed","Level 1","","IN","EN",3,"2026-09-16T09:52:28.374Z"
"Heart symbols","heart symbols pics","General","Heart symbols p","Alphabet Suffix (p)","Level 1","","IN","EN",4,"2026-09-16T09:53:04.930Z"
"Heart symbols","heart symbols pink","General","Heart symbols p","Alphabet Suffix (p)","Level 1","","IN","EN",5,"2026-09-16T09:53:04.930Z"
"Heart symbols","heart symbols png","General","Heart symbols","Exact Seed","Level 1","","IN","EN",6,"2026-09-16T09:52:28.374Z"
"Heart symbols","heart symbols small","General","Heart symbols s","Alphabet Suffix (s)","Level 1","","IN","EN",1,"2026-09-16T09:53:08.784Z"
"Heart symbols","heart symbols stars","General","Heart symbols s","Alphabet Suffix (s)","Level 1","","IN","EN",3,"2026-09-16T09:53:08.784Z"
"Heart symbols","heart symbols stylish","General","Heart symbols s","Alphabet Suffix (s)","Level 1","","IN","EN",2,"2026-09-16T09:53:08.784Z"
"Heart symbols","heart symbols text","General","Heart symbols","Exact Seed","Level 1","","IN","EN",8,"2026-09-16T09:52:28.374Z"
"Heart symbols","heart symbols text copy and paste","General","Heart symbols t","Alphabet Suffix (t)","Level 1","","IN","EN",5,"2026-09-16T09:53:09.866Z"
"Heart symbols","heart symbols tiny","General","Heart symbols t","Alphabet Suffix (t)","Level 1","","IN","EN",6,"2026-09-16T09:53:09.866Z"
"Heart symbols","heart symbols to copy","General","Heart symbols t","Alphabet Suffix (t)","Level 1","","IN","EN",2,"2026-09-16T09:53:09.866Z"
"Heart symbols","heart symbols to copy and paste","General","Heart symbols t","Alphabet Suffix (t)","Level 1","","IN","EN",3,"2026-09-16T09:53:09.866Z"
"Heart symbols","heart symbols tumblr","General","Heart symbols t","Alphabet Suffix (t)","Level 1","","IN","EN",4,"2026-09-16T09:53:09.866Z"
"Heart symbols","heart symbols type","General","Heart symbols t","Alphabet Suffix (t)","Level 1","","IN","EN",8,"2026-09-16T09:53:09.866Z"
"Heart symbols","heart symbols unicode","General","Heart symbols u","Alphabet Suffix (u)","Level 1","","IN","EN",1,"2026-09-16T09:53:11.159Z"
"Heart symbols","heart symbols unique","General","Heart symbols u","Alphabet Suffix (u)","Level 1","","IN","EN",2,"2026-09-16T09:53:11.159Z"
"Heart symbols","heart symbols video","General","Heart symbols v","Alphabet Suffix (v)","Level 1","","IN","EN",8,"2026-09-16T09:53:12.344Z"
"Heart symbols","heart symbols wallpaper","General","Heart symbols w","Alphabet Suffix (w)","Level 1","","IN","EN",2,"2026-09-16T09:53:14.191Z"
"Heart symbols","heart symbols white","General","Heart symbols w","Alphabet Suffix (w)","Level 1","","IN","EN",7,"2026-09-16T09:53:14.192Z"
"Heart symbols","heart symbols wings","General","Heart symbols w","Alphabet Suffix (w)","Level 1","","IN","EN",4,"2026-09-16T09:53:14.191Z"
"Heart symbols","heart symbols with hands","General","Heart symbols w","Alphabet Suffix (w)","Level 1","","IN","EN",3,"2026-09-16T09:53:14.191Z"
"Heart symbols","heart symbols with keyboard","General","Heart symbols w","Alphabet Suffix (w)","Level 1","","IN","EN",5,"2026-09-16T09:53:14.192Z"
"Heart symbols","heart symbols with meaning","Informational","Heart symbols w","Alphabet Suffix (w)","Level 1","","IN","EN",1,"2026-09-16T09:53:14.191Z"
"Heart symbols","heart symbols with text","General","Heart symbols w","Alphabet Suffix (w)","Level 1","","IN","EN",8,"2026-09-16T09:53:14.192Z"
"Heart symbols","heart symbols word","General","Heart symbols w","Alphabet Suffix (w)","Level 1","","IN","EN",6,"2026-09-16T09:53:14.192Z"
"Heart symbols","heart symbols y2k","General","Heart symbols y","Alphabet Suffix (y)","Level 1","","IN","EN",2,"2026-09-16T09:53:16.956Z"
"Heart symbols","heart with cross on top symbol","Commercial","Heart symbols top","Modifier Suffix (top)","Level 1","","IN","EN",9,"2026-09-16T09:54:45.074Z"
"Heart symbols","heart with symbol tattoo","General","w Heart symbols","Alphabet Prefix (w)","Level 1","","IN","EN",8,"2026-09-16T09:53:48.693Z"
"Heart symbols","heart with symbols","General","w Heart symbols","Alphabet Prefix (w)","Level 1","","IN","EN",2,"2026-09-16T09:53:48.693Z"
"Heart symbols","heart with symbols copy paste","General","w Heart symbols","Alphabet Prefix (w)","Level 1","","IN","EN",4,"2026-09-16T09:53:48.693Z"
"Heart symbols","heart with symbols keyboard","General","w Heart symbols","Alphabet Prefix (w)","Level 1","","IN","EN",5,"2026-09-16T09:53:48.693Z"
"Heart symbols","heart with symbols text","General","w Heart symbols","Alphabet Prefix (w)","Level 1","","IN","EN",3,"2026-09-16T09:53:48.693Z"
"Heart symbols","heart without symbol","General","Heart symbols without","Modifier Suffix (without)","Level 1","","IN","EN",5,"2026-09-16T09:54:36.945Z"
"Heart symbols","heart zia symbol","General","Heart symbols z","Alphabet Suffix (z)","Level 1","","IN","EN",2,"2026-09-16T09:53:18.082Z"
"Heart symbols","heart zia symbol tattoo","General","Heart symbols z","Alphabet Suffix (z)","Level 1","","IN","EN",3,"2026-09-16T09:53:18.082Z"
"Heart symbols","heartopia characters","General","Heart symbols top","Modifier Suffix (top)","Level 1","","IN","EN",2,"2026-09-16T09:54:45.074Z"
"Heart symbols","how did heart symbol originate","Informational","how Heart symbols","Question Starter (how)","Level 1","","IN","EN",6,"2026-09-16T09:54:21.659Z"
"Heart symbols","how did the heart symbol come to be","Informational","how Heart symbols","Question Starter (how)","Level 1","","IN","EN",8,"2026-09-16T09:54:21.659Z"
"Heart symbols","how do you get the little heart symbol on iphone","Informational","i Heart symbols","Alphabet Prefix (i)","Level 1","","IN","EN",6,"2026-09-16T09:53:30.154Z"
"Heart symbols","how heart symbol","Informational","how Heart symbols","Question Starter (how)","Level 1","","IN","EN",2,"2026-09-16T09:54:21.659Z"
"Heart symbols","how heart symbol was created","Informational","how Heart symbols","Question Starter (how)","Level 1","","IN","EN",1,"2026-09-16T09:54:21.659Z"
"Heart symbols","how to do a heart with symbols","Informational","j Heart symbols","Alphabet Prefix (j)","Level 1","","IN","EN",5,"2026-09-16T09:53:31.338Z"
"Heart symbols","how to draw a heart with symbols","Informational","Heart symbols t","Alphabet Suffix (t)","Level 1","","IN","EN",7,"2026-09-16T09:53:09.866Z"
"Heart symbols","how to draw heart symbol","Informational","how to Heart symbols","Question Starter (how to)","Level 1","","IN","EN",10,"2026-09-16T09:54:20.414Z"
"Heart symbols","how to get heart symbol","Informational","how to Heart symbols","Question Starter (how to)","Level 1","","IN","EN",14,"2026-09-16T09:54:20.414Z"
"Heart symbols","how to get heart symbol on iphone keyboard","Informational","how to Heart symbols","Question Starter (how to)","Level 1","","IN","EN",9,"2026-09-16T09:54:20.414Z"
"Heart symbols","how to get heart symbol on keyboard","Informational","how to Heart symbols","Question Starter (how to)","Level 1","","IN","EN",8,"2026-09-16T09:54:20.414Z"
"Heart symbols","how to get the heart symbol","Informational","Heart symbols near","Modifier Suffix (near)","Level 1","","IN","EN",3,"2026-09-16T09:54:41.664Z"
"Heart symbols","how to heart symbol","Informational","how to Heart symbols","Question Starter (how to)","Level 1","","IN","EN",2,"2026-09-16T09:54:20.414Z"
"Heart symbols","how to heart symbol in text","Informational","how to Heart symbols","Question Starter (how to)","Level 1","","IN","EN",1,"2026-09-16T09:54:20.414Z"
"Heart symbols","how to insert heart symbol","Informational","how to Heart symbols","Question Starter (how to)","Level 1","","IN","EN",15,"2026-09-16T09:54:20.414Z"
"Heart symbols","how to insert heart symbol in word","Informational","how to Heart symbols","Question Starter (how to)","Level 1","","IN","EN",7,"2026-09-16T09:54:20.414Z"
"Heart symbols","how to make heart symbol with hands","Informational","how to Heart symbols","Question Starter (how to)","Level 1","","IN","EN",12,"2026-09-16T09:54:20.414Z"
"Heart symbols","how to make heart symbols","Informational","how to Heart symbols","Question Starter (how to)","Level 1","","IN","EN",4,"2026-09-16T09:54:20.414Z"
"Heart symbols","how to make heart symbols in keyboard","Informational","how to Heart symbols","Question Starter (how to)","Level 1","","IN","EN",3,"2026-09-16T09:54:20.414Z"
"Heart symbols","how to make text heart symbols","Informational","how to Heart symbols","Question Starter (how to)","Level 1","","IN","EN",5,"2026-09-16T09:54:20.414Z"
"Heart symbols","how to remove heart symbol on snapchat","Informational","how to Heart symbols","Question Starter (how to)","Level 1","","IN","EN",13,"2026-09-16T09:54:20.414Z"
"Heart symbols","how to type heart symbol","Informational","how to Heart symbols","Question Starter (how to)","Level 1","","IN","EN",6,"2026-09-16T09:54:20.414Z"
"Heart symbols","how to type heart symbol on phone","Informational","how to Heart symbols","Question Starter (how to)","Level 1","","IN","EN",11,"2026-09-16T09:54:20.414Z"
"Heart symbols","i heart characters","General","i Heart symbols","Alphabet Prefix (i)","Level 1","","IN","EN",4,"2026-09-16T09:53:30.154Z"
"Heart symbols","i heart symbol","General","i Heart symbols","Alphabet Prefix (i)","Level 1","","IN","EN",1,"2026-09-16T09:53:30.154Z"
"Heart symbols","i love symbols","General","i Heart symbols","Alphabet Prefix (i)","Level 1","","IN","EN",2,"2026-09-16T09:53:30.154Z"
"Heart symbols","i with heart dot symbol","General","i Heart symbols","Alphabet Prefix (i)","Level 1","","IN","EN",5,"2026-09-16T09:53:30.154Z"
"Heart symbols","instagram heart symbol top right","Commercial","Heart symbols top","Modifier Suffix (top)","Level 1","","IN","EN",5,"2026-09-16T09:54:45.074Z"
"Heart symbols","iphone 18 heart symbol","General","Heart symbols 1","Number Suffix (1)","Level 1","","IN","EN",7,"2026-09-16T09:53:55.980Z"
"Heart symbols","is a heart a symbol of peace","General","is Heart symbols","Question Starter (is)","Level 1","","IN","EN",6,"2026-09-16T09:54:32.479Z"
"Heart symbols","is a heart a symbol or a shape","General","is Heart symbols","Question Starter (is)","Level 1","","IN","EN",7,"2026-09-16T09:54:32.479Z"
"Heart symbols","is a heart a symbol or icon","General","is Heart symbols","Question Starter (is)","Level 1","","IN","EN",8,"2026-09-16T09:54:32.479Z"
"Heart symbols","is heart symbol","General","is Heart symbols","Question Starter (is)","Level 1","","IN","EN",1,"2026-09-16T09:54:32.479Z"
"Heart symbols","is heart symbol love","General","is Heart symbols","Question Starter (is)","Level 1","","IN","EN",2,"2026-09-16T09:54:32.479Z"
"Heart symbols","is the heart symbol a woman bending over","General","is Heart symbols","Question Starter (is)","Level 1","","IN","EN",3,"2026-09-16T09:54:32.479Z"
"Heart symbols","is the heart symbol pagan","General","is Heart symbols","Question Starter (is)","Level 1","","IN","EN",4,"2026-09-16T09:54:32.479Z"
"Heart symbols","is the heart symbol satanic","General","is Heart symbols","Question Starter (is)","Level 1","","IN","EN",9,"2026-09-16T09:54:32.479Z"
"Heart symbols","is the heart symbol universal","General","is Heart symbols","Question Starter (is)","Level 1","","IN","EN",5,"2026-09-16T09:54:32.479Z"
"Heart symbols","is there a korean heart emoji","General","k Heart symbols","Alphabet Prefix (k)","Level 1","","IN","EN",9,"2026-09-16T09:53:32.832Z"
"Heart symbols","j heart symbol","General","j Heart symbols","Alphabet Prefix (j)","Level 1","","IN","EN",1,"2026-09-16T09:53:31.338Z"
"Heart symbols","j heart symbol copy and paste","General","j Heart symbols","Alphabet Prefix (j)","Level 1","","IN","EN",2,"2026-09-16T09:53:31.338Z"
"Heart symbols","japanese heart symbol hand","General","Heart symbols j","Alphabet Suffix (j)","Level 1","","IN","EN",11,"2026-09-16T09:52:52.509Z"
"Heart symbols","jaydes heart symbol","General","Heart symbols j","Alphabet Suffix (j)","Level 1","","IN","EN",14,"2026-09-16T09:52:52.509Z"
"Heart symbols","jewish heart symbol","General","Heart symbols j","Alphabet Suffix (j)","Level 1","","IN","EN",13,"2026-09-16T09:52:52.509Z"
"Heart symbols","k drama heart symbol","General","k Heart symbols","Alphabet Prefix (k)","Level 1","","IN","EN",7,"2026-09-16T09:53:32.832Z"
"Heart symbols","k heart symbol","General","k Heart symbols","Alphabet Prefix (k)","Level 1","","IN","EN",1,"2026-09-16T09:53:32.832Z"
"Heart symbols","k heart symbol copy and paste","General","k Heart symbols","Alphabet Prefix (k)","Level 1","","IN","EN",2,"2026-09-16T09:53:32.832Z"
"Heart symbols","k heart symbol text","General","k Heart symbols","Alphabet Prefix (k)","Level 1","","IN","EN",3,"2026-09-16T09:53:32.832Z"
"Heart symbols","k pop heart symbol","General","k Heart symbols","Alphabet Prefix (k)","Level 1","","IN","EN",6,"2026-09-16T09:53:32.832Z"
"Heart symbols","karol g heart symbol","General","g Heart symbols","Alphabet Prefix (g)","Level 1","","IN","EN",2,"2026-09-16T09:53:27.656Z"
"Heart symbols","kcd 2 heart symbol","General","Heart symbols 2","Number Suffix (2)","Level 1","","IN","EN",11,"2026-09-16T09:53:58.200Z"
